site,i
111-55986-12,8500
147-73858-12,8501
127-63911-12,8502
205-102501-12,8503
75-37931-12,8504
6-3132-12,8505
164-82183-12,8506
52-26391-12,8507
236-118416-12,8508
132-66264-12,8509
105-52599-12,8510
180-90329-12,8511
167-83700-12,8512
127-63720-12,8513
154-77017-12,8514
209-104504-12,8515
82-41260-12,8516
169-84628-12,8517
99-49661-12,8518
188-94308-12,8519
199-99582-12,8520
28-14360-12,8521
192-96291-12,8522
203-101522-12,8523
127-63520-12,8524
43-21583-12,8525
229-114628-12,8526
23-11976-12,8527
180-90388-12,8528
219-109686-12,8529
92-46441-12,8530
245-122578-12,8531
42-21059-12,8532
4-2498-12,8533
164-82103-12,8534
39-19999-12,8535
111-55802-12,8536
160-80059-12,8537
126-63265-12,8538
186-93125-12,8539
50-25189-12,8540
100-50143-12,8541
206-103248-12,8542
246-123025-12,8543
224-112475-12,8544
123-61889-12,8545
237-118525-12,8546
214-107056-12,8547
2-1488-12,8548
62-31316-12,8549
144-72049-12,8550
206-103498-12,8551
28-14290-12,8552
120-60314-12,8553
200-100309-12,8554
199-99904-12,8555
48-24111-12,8556
241-120963-12,8557
252-126194-12,8558
217-108809-12,8559
229-114674-12,8560
110-55341-12,8561
173-86998-12,8562
69-34599-12,8563
138-69242-12,8564
33-16818-12,8565
225-112976-12,8566
242-121155-12,8567
248-124411-12,8568
203-101920-12,8569
14-7169-12,8570
199-99714-12,8571
121-60626-12,8572
142-71313-12,8573
22-11005-12,8574
39-19578-12,8575
223-111938-12,8576
23-11766-12,8577
17-8874-12,8578
62-31201-12,8579
101-50849-12,8580
168-84073-12,8581
61-30783-12,8582
178-89138-12,8583
78-39340-12,8584
91-45837-12,8585
234-117484-12,8586
34-17035-12,8587
234-117104-12,8588
54-27188-12,8589
146-73291-12,8590
80-40102-12,8591
155-77943-12,8592
89-44921-12,8593
33-16633-12,8594
112-56011-12,8595
192-96485-12,8596
78-39007-12,8597
5-2659-12,8598
130-65177-12,8599
130-65397-12,8600
54-27027-12,8601
83-41857-12,8602
207-103714-12,8603
214-107477-12,8604
172-86081-12,8605
129-64519-12,8606
100-50138-12,8607
32-16212-12,8608
74-37052-12,8609
221-110609-12,8610
85-42881-12,8611
4-2107-12,8612
93-46823-12,8613
152-76378-12,8614
180-90029-12,8615
142-71074-12,8616
125-62688-12,8617
212-106040-12,8618
167-83564-12,8619
217-108957-12,8620
78-39306-12,8621
227-113800-12,8622
216-108004-12,8623
144-72321-12,8624
79-39834-12,8625
215-107575-12,8626
35-17943-12,8627
17-8521-12,8628
16-8086-12,8629
115-57766-12,8630
104-52227-12,8631
79-39980-12,8632
194-97179-12,8633
221-110776-12,8634
21-10995-12,8635
108-54060-12,8636
31-15842-12,8637
171-85662-12,8638
240-120380-12,8639
5-2967-12,8640
219-109571-12,8641
179-89656-12,8642
219-109861-12,8643
83-41970-12,8644
181-90817-12,8645
73-36945-12,8646
243-121981-12,8647
94-47022-12,8648
46-23306-12,8649
36-18242-12,8650
163-81633-12,8651
121-60829-12,8652
169-84618-12,8653
197-98854-12,8654
169-84607-12,8655
142-71200-12,8656
95-47719-12,8657
108-54164-12,8658
166-83079-12,8659
3-1517-12,8660
214-107134-12,8661
201-100515-12,8662
58-29408-12,8663
213-106615-12,8664
243-121998-12,8665
18-9491-12,8666
84-42398-12,8667
13-6925-12,8668
25-12935-12,8669
215-107835-12,8670
163-81619-12,8671
124-62086-12,8672
39-19809-12,8673
52-26012-12,8674
196-98358-12,8675
2-1430-12,8676
190-95043-12,8677
6-3178-12,8678
83-41584-12,8679
95-47868-12,8680
107-53770-12,8681
18-9402-12,8682
215-107731-12,8683
166-83385-12,8684
143-71877-12,8685
189-94614-12,8686
10-5353-12,8687
64-32431-12,8688
36-18273-12,8689
62-31241-12,8690
12-6494-12,8691
198-99417-12,8692
105-52960-12,8693
77-38805-12,8694
239-119568-12,8695
108-54226-12,8696
173-86741-12,8697
94-47439-12,8698
115-57891-12,8699
230-115308-12,8700
45-22915-12,8701
224-112319-12,8702
61-30715-12,8703
32-16167-12,8704
83-41600-12,8705
81-40842-12,8706
91-45503-12,8707
182-91279-12,8708
136-68286-12,8709
16-8171-12,8710
86-43056-12,8711
81-40966-12,8712
143-71649-12,8713
209-104917-12,8714
218-109270-12,8715
1-705-12,8716
45-22619-12,8717
247-123743-12,8718
101-50779-12,8719
41-20904-12,8720
179-89805-12,8721
225-112739-12,8722
8-4259-12,8723
206-103368-12,8724
185-92874-12,8725
132-66066-12,8726
189-94954-12,8727
74-37405-12,8728
19-9905-12,8729
11-5536-12,8730
232-116123-12,8731
118-59352-12,8732
31-15551-12,8733
65-32537-12,8734
9-4940-12,8735
61-30703-12,8736
143-71853-12,8737
169-84567-12,8738
66-33019-12,8739
4-2296-12,8740
233-116803-12,8741
60-30386-12,8742
55-27556-12,8743
76-38411-12,8744
47-23807-12,8745
144-72436-12,8746
226-113457-12,8747
234-117376-12,8748
216-108094-12,8749
204-102217-12,8750
211-105694-12,8751
93-46842-12,8752
190-95311-12,8753
104-52044-12,8754
24-12234-12,8755
227-113591-12,8756
174-87277-12,8757
190-95208-12,8758
49-24814-12,8759
188-94298-12,8760
154-77278-12,8761
184-92148-12,8762
104-52109-12,8763
176-88325-12,8764
50-25049-12,8765
57-28716-12,8766
75-37501-12,8767
162-81434-12,8768
183-91847-12,8769
63-31798-12,8770
187-93688-12,8771
29-14535-12,8772
229-114768-12,8773
8-4355-12,8774
41-20588-12,8775
52-26254-12,8776
190-95258-12,8777
128-64358-12,8778
94-47080-12,8779
197-98970-12,8780
238-119241-12,8781
110-55469-12,8782
138-69036-12,8783
185-92512-12,8784
26-13118-12,8785
216-108159-12,8786
175-87828-12,8787
170-85105-12,8788
22-11248-12,8789
2-1306-12,8790
81-40700-12,8791
178-89351-12,8792
97-48672-12,8793
9-4867-12,8794
7-3798-12,8795
155-77999-12,8796
168-84421-12,8797
151-75515-12,8798
95-47636-12,8799
167-83643-12,8800
166-83289-12,8801
34-17489-12,8802
217-108596-12,8803
211-105519-12,8804
57-28839-12,8805
154-77171-12,8806
80-40273-12,8807
207-103713-12,8808
220-110317-12,8809
49-24597-12,8810
190-95438-12,8811
100-50225-12,8812
20-10007-12,8813
231-115701-12,8814
240-120488-12,8815
151-75879-12,8816
48-24170-12,8817
85-42822-12,8818
21-10569-12,8819
238-119027-12,8820
82-41341-12,8821
102-51421-12,8822
186-93097-12,8823
166-83425-12,8824
197-98762-12,8825
179-89986-12,8826
99-49728-12,8827
66-33282-12,8828
18-9223-12,8829
17-8680-12,8830
35-17667-12,8831
198-99170-12,8832
154-77210-12,8833
238-119492-12,8834
43-21953-12,8835
72-36409-12,8836
136-68197-12,8837
81-40663-12,8838
204-102417-12,8839
70-35212-12,8840
164-82465-12,8841
22-11119-12,8842
162-81144-12,8843
105-52559-12,8844
119-59737-12,8845
63-31767-12,8846
94-47322-12,8847
38-19409-12,8848
0-361-12,8849
45-22951-12,8850
237-118691-12,8851
47-23927-12,8852
180-90009-12,8853
106-53055-12,8854
147-73940-12,8855
233-116959-12,8856
12-6246-12,8857
15-7714-12,8858
162-81299-12,8859
109-54648-12,8860
40-20006-12,8861
176-88073-12,8862
53-26548-12,8863
219-109952-12,8864
85-42748-12,8865
174-87046-12,8866
76-38098-12,8867
249-124973-12,8868
65-32774-12,8869
116-58304-12,8870
149-74654-12,8871
123-61712-12,8872
158-79355-12,8873
167-83662-12,8874
190-95228-12,8875
93-46658-12,8876
194-97082-12,8877
101-50735-12,8878
136-68181-12,8879
188-94423-12,8880
135-67785-12,8881
84-42356-12,8882
196-98367-12,8883
82-41291-12,8884
218-109141-12,8885
147-73867-12,8886
137-68646-12,8887
34-17042-12,8888
100-50288-12,8889
155-77764-12,8890
16-8315-12,8891
53-26650-12,8892
43-21502-12,8893
224-112199-12,8894
228-114362-12,8895
13-6910-12,8896
166-83150-12,8897
123-61872-12,8898
248-124388-12,8899
239-119726-12,8900
90-45159-12,8901
63-31685-12,8902
242-121119-12,8903
32-16181-12,8904
76-38105-12,8905
133-66513-12,8906
9-4704-12,8907
209-104886-12,8908
181-90518-12,8909
121-60841-12,8910
82-41058-12,8911
15-7882-12,8912
240-120125-12,8913
100-50078-12,8914
224-112385-12,8915
116-58295-12,8916
119-59989-12,8917
44-22388-12,8918
95-47614-12,8919
74-37450-12,8920
6-3059-12,8921
107-53662-12,8922
180-90314-12,8923
174-87398-12,8924
71-35585-12,8925
53-26770-12,8926
25-12607-12,8927
164-82010-12,8928
84-42074-12,8929
77-38878-12,8930
206-103034-12,8931
186-93483-12,8932
72-36207-12,8933
168-84067-12,8934
37-18683-12,8935
79-39814-12,8936
245-122534-12,8937
28-14043-12,8938
168-84303-12,8939
178-89448-12,8940
149-74584-12,8941
151-75746-12,8942
136-68330-12,8943
85-42775-12,8944
72-36435-12,8945
155-77650-12,8946
198-99280-12,8947
108-54100-12,8948
237-118652-12,8949
253-126621-12,8950
195-97545-12,8951
31-15756-12,8952
41-20751-12,8953
16-8028-12,8954
193-96621-12,8955
177-88627-12,8956
173-86540-12,8957
195-97604-12,8958
6-3381-12,8959
33-16986-12,8960
38-19213-12,8961
224-112189-12,8962
36-18257-12,8963
41-20815-12,8964
210-105129-12,8965
30-15482-12,8966
47-23505-12,8967
183-91997-12,8968
19-9720-12,8969
128-64126-12,8970
146-73299-12,8971
52-26245-12,8972
240-120140-12,8973
76-38231-12,8974
245-122890-12,8975
214-107203-12,8976
170-85081-12,8977
187-93943-12,8978
164-82424-12,8979
173-86885-12,8980
61-30724-12,8981
125-62979-12,8982
67-33823-12,8983
128-64086-12,8984
43-21607-12,8985
6-3304-12,8986
111-55906-12,8987
125-62506-12,8988
153-76514-12,8989
44-22364-12,8990
16-8460-12,8991
159-79593-12,8992
137-68970-12,8993
116-58333-12,8994
84-42373-12,8995
39-19669-12,8996
51-25510-12,8997
169-84668-12,8998
159-79776-12,8999
205-102528-12,9000
214-107475-12,9001
224-112019-12,9002
37-18532-12,9003
179-89545-12,9004
48-24432-12,9005
56-28318-12,9006
52-26133-12,9007
132-66377-12,9008
196-98047-12,9009
164-82253-12,9010
16-8469-12,9011
208-104067-12,9012
176-88432-12,9013
233-116909-12,9014
228-114052-12,9015
137-68609-12,9016
230-115336-12,9017
144-72254-12,9018
112-56288-12,9019
112-56079-12,9020
242-121097-12,9021
89-44581-12,9022
238-119432-12,9023
17-8613-12,9024
158-79031-12,9025
83-41785-12,9026
2-1067-12,9027
151-75729-12,9028
96-48160-12,9029
117-58631-12,9030
219-109606-12,9031
202-101433-12,9032
40-20095-12,9033
132-66172-12,9034
182-91234-12,9035
199-99945-12,9036
150-75150-12,9037
111-55875-12,9038
150-75195-12,9039
252-126249-12,9040
105-52514-12,9041
114-57230-12,9042
131-65644-12,9043
28-14349-12,9044
59-29812-12,9045
252-126078-12,9046
112-56097-12,9047
160-80127-12,9048
74-37355-12,9049
185-92698-12,9050
234-117399-12,9051
18-9312-12,9052
229-114684-12,9053
88-44304-12,9054
38-19268-12,9055
170-85467-12,9056
184-92279-12,9057
91-45911-12,9058
124-62219-12,9059
106-53099-12,9060
51-25621-12,9061
49-24608-12,9062
72-36278-12,9063
149-74995-12,9064
194-97468-12,9065
121-60930-12,9066
251-125738-12,9067
18-9120-12,9068
126-63043-12,9069
195-97588-12,9070
1-939-12,9071
220-110187-12,9072
94-47401-12,9073
21-10896-12,9074
58-29108-12,9075
108-54278-12,9076
156-78182-12,9077
0-315-12,9078
2-1059-12,9079
243-121662-12,9080
0-86-12,9081
227-113715-12,9082
231-115502-12,9083
228-114237-12,9084
13-6714-12,9085
114-57011-12,9086
232-116078-12,9087
23-11589-12,9088
44-22034-12,9089
134-67149-12,9090
59-29854-12,9091
81-40857-12,9092
194-97241-12,9093
215-107656-12,9094
72-36469-12,9095
152-76033-12,9096
190-95191-12,9097
7-3709-12,9098
106-53346-12,9099
6-3052-12,9100
81-40806-12,9101
60-30166-12,9102
246-123289-12,9103
155-77863-12,9104
232-116250-12,9105
127-63687-12,9106
148-74396-12,9107
19-9963-12,9108
219-109783-12,9109
25-12773-12,9110
58-29423-12,9111
185-92970-12,9112
201-100572-12,9113
62-31267-12,9114
146-73452-12,9115
165-82950-12,9116
49-24850-12,9117
11-5522-12,9118
59-29714-12,9119
213-106555-12,9120
227-113553-12,9121
230-115376-12,9122
127-63650-12,9123
166-83048-12,9124
146-73373-12,9125
134-67305-12,9126
21-10793-12,9127
145-72679-12,9128
74-37062-12,9129
27-13745-12,9130
151-75966-12,9131
206-103384-12,9132
19-9875-12,9133
99-49614-12,9134
87-43843-12,9135
134-67213-12,9136
217-108591-12,9137
45-22886-12,9138
235-117752-12,9139
17-8750-12,9140
24-12458-12,9141
48-24293-12,9142
161-80928-12,9143
196-98357-12,9144
72-36497-12,9145
240-120236-12,9146
216-108370-12,9147
65-32675-12,9148
204-102331-12,9149
76-38099-12,9150
189-94538-12,9151
239-119986-12,9152
53-26780-12,9153
30-15115-12,9154
173-86866-12,9155
81-40964-12,9156
170-85232-12,9157
177-88561-12,9158
230-115132-12,9159
79-39895-12,9160
158-79106-12,9161
32-16249-12,9162
206-103417-12,9163
236-118415-12,9164
214-107265-12,9165
216-108430-12,9166
10-5343-12,9167
148-74015-12,9168
107-53677-12,9169
178-89414-12,9170
242-121161-12,9171
203-101624-12,9172
230-115334-12,9173
10-5128-12,9174
37-18530-12,9175
32-16327-12,9176
56-28185-12,9177
31-15528-12,9178
137-68875-12,9179
81-40956-12,9180
202-101242-12,9181
111-55596-12,9182
31-15586-12,9183
143-71759-12,9184
181-90554-12,9185
119-59849-12,9186
219-109956-12,9187
124-62407-12,9188
130-65468-12,9189
54-27249-12,9190
158-79331-12,9191
249-124685-12,9192
54-27325-12,9193
229-114869-12,9194
158-79266-12,9195
29-14732-12,9196
141-70535-12,9197
186-93199-12,9198
205-102846-12,9199
71-35537-12,9200
211-105838-12,9201
18-9008-12,9202
37-18784-12,9203
125-62654-12,9204
45-22961-12,9205
31-15999-12,9206
219-109998-12,9207
236-118034-12,9208
59-29968-12,9209
37-18553-12,9210
152-76268-12,9211
172-86059-12,9212
141-70515-12,9213
123-61709-12,9214
110-55187-12,9215
144-72411-12,9216
23-11522-12,9217
115-57799-12,9218
249-124721-12,9219
124-62449-12,9220
111-55959-12,9221
220-110228-12,9222
246-123421-12,9223
122-61019-12,9224
44-22322-12,9225
94-47386-12,9226
225-112610-12,9227
68-34369-12,9228
204-102022-12,9229
223-111743-12,9230
156-78162-12,9231
152-76481-12,9232
177-88603-12,9233
78-39070-12,9234
6-3004-12,9235
211-105830-12,9236
108-54436-12,9237
206-103187-12,9238
38-19101-12,9239
219-109605-12,9240
36-18475-12,9241
172-86449-12,9242
168-84477-12,9243
23-11931-12,9244
38-19434-12,9245
248-124016-12,9246
41-20757-12,9247
103-51939-12,9248
51-25733-12,9249
136-68436-12,9250
130-65293-12,9251
130-65192-12,9252
58-29469-12,9253
41-20719-12,9254
2-1026-12,9255
91-45539-12,9256
29-14790-12,9257
161-80641-12,9258
93-46791-12,9259
6-3040-12,9260
216-108421-12,9261
180-90059-12,9262
99-49685-12,9263
157-78617-12,9264
196-98100-12,9265
213-106827-12,9266
175-87783-12,9267
77-38947-12,9268
159-79873-12,9269
211-105823-12,9270
205-102999-12,9271
97-48740-12,9272
105-52724-12,9273
48-24376-12,9274
217-108600-12,9275
208-104208-12,9276
21-10776-12,9277
202-101175-12,9278
158-79291-12,9279
40-20278-12,9280
178-89045-12,9281
116-58252-12,9282
115-57570-12,9283
178-89372-12,9284
130-65343-12,9285
84-42015-12,9286
80-40250-12,9287
22-11261-12,9288
33-16623-12,9289
172-86019-12,9290
208-104442-12,9291
78-39059-12,9292
77-38719-12,9293
213-106547-12,9294
159-79533-12,9295
90-45460-12,9296
92-46491-12,9297
194-97385-12,9298
244-122398-12,9299
163-81645-12,9300
27-13874-12,9301
160-80110-12,9302
135-67593-12,9303
98-49058-12,9304
217-108742-12,9305
32-16385-12,9306
63-31806-12,9307
139-69877-12,9308
181-90776-12,9309
68-34496-12,9310
225-112995-12,9311
33-16964-12,9312
53-26630-12,9313
222-111220-12,9314
169-84785-12,9315
76-38327-12,9316
99-49723-12,9317
175-87505-12,9318
37-18869-12,9319
186-93367-12,9320
0-163-12,9321
97-48998-12,9322
139-69601-12,9323
195-97512-12,9324
184-92386-12,9325
11-5909-12,9326
75-37736-12,9327
173-86576-12,9328
246-123085-12,9329
37-18907-12,9330
204-102052-12,9331
157-78557-12,9332
244-122210-12,9333
86-43440-12,9334
19-9973-12,9335
227-113637-12,9336
205-102630-12,9337
25-12760-12,9338
129-64524-12,9339
63-31837-12,9340
115-57786-12,9341
220-110219-12,9342
74-37172-12,9343
87-43824-12,9344
82-41294-12,9345
153-76935-12,9346
56-28109-12,9347
133-66651-12,9348
93-46701-12,9349
178-89317-12,9350
140-70420-12,9351
74-37132-12,9352
74-37431-12,9353
121-60970-12,9354
14-7255-12,9355
83-41730-12,9356
64-32443-12,9357
122-61385-12,9358
52-26270-12,9359
20-10016-12,9360
166-83060-12,9361
160-80370-12,9362
15-7886-12,9363
32-16430-12,9364
46-23094-12,9365
31-15892-12,9366
128-64163-12,9367
199-99573-12,9368
78-39308-12,9369
230-115105-12,9370
95-47854-12,9371
102-51262-12,9372
168-84453-12,9373
201-100829-12,9374
147-73995-12,9375
117-58515-12,9376
169-84750-12,9377
80-40216-12,9378
209-104869-12,9379
149-74755-12,9380
108-54448-12,9381
84-42446-12,9382
143-71968-12,9383
202-101041-12,9384
182-91012-12,9385
211-105642-12,9386
24-12281-12,9387
122-61010-12,9388
55-27870-12,9389
94-47146-12,9390
201-100641-12,9391
38-19212-12,9392
65-32629-12,9393
34-17347-12,9394
54-27486-12,9395
253-126572-12,9396
65-32915-12,9397
128-64364-12,9398
83-41823-12,9399
199-99910-12,9400
197-98971-12,9401
38-19350-12,9402
184-92378-12,9403
210-105080-12,9404
49-24880-12,9405
20-10341-12,9406
120-60325-12,9407
234-117400-12,9408
50-25396-12,9409
8-4437-12,9410
242-121193-12,9411
226-113321-12,9412
250-125427-12,9413
152-76359-12,9414
188-94495-12,9415
62-31104-12,9416
235-117971-12,9417
200-100376-12,9418
242-121331-12,9419
120-60365-12,9420
226-113292-12,9421
120-60354-12,9422
138-69111-12,9423
232-116156-12,9424
143-71663-12,9425
214-107322-12,9426
31-15505-12,9427
197-98750-12,9428
203-101863-12,9429
119-59701-12,9430
203-101905-12,9431
112-56026-12,9432
214-107136-12,9433
244-122163-12,9434
240-120191-12,9435
129-64876-12,9436
83-41696-12,9437
213-106767-12,9438
123-61631-12,9439
98-49340-12,9440
251-125655-12,9441
146-73338-12,9442
152-76464-12,9443
23-11845-12,9444
14-7253-12,9445
177-88998-12,9446
187-93968-12,9447
114-57291-12,9448
73-36712-12,9449
40-20284-12,9450
104-52430-12,9451
105-52565-12,9452
70-35155-12,9453
58-29017-12,9454
17-8588-12,9455
4-2397-12,9456
55-27552-12,9457
161-80856-12,9458
186-93325-12,9459
49-24529-12,9460
218-109377-12,9461
204-102042-12,9462
206-103357-12,9463
125-62501-12,9464
228-114472-12,9465
215-107535-12,9466
198-99223-12,9467
99-49798-12,9468
117-58575-12,9469
165-82625-12,9470
166-83234-12,9471
69-34693-12,9472
219-109908-12,9473
31-15697-12,9474
1-855-12,9475
46-23207-12,9476
95-47866-12,9477
242-121132-12,9478
177-88849-12,9479
143-71750-12,9480
220-110454-12,9481
40-20486-12,9482
36-18393-12,9483
51-25869-12,9484
207-103679-12,9485
180-90341-12,9486
214-107110-12,9487
15-7969-12,9488
158-79364-12,9489
110-55307-12,9490
45-22839-12,9491
54-27185-12,9492
177-88773-12,9493
27-13977-12,9494
69-34768-12,9495
176-88345-12,9496
80-40231-12,9497
43-21535-12,9498
53-26832-12,9499
8-4405-12,9500
138-69042-12,9501
217-108741-12,9502
111-55941-12,9503
233-116989-12,9504
151-75996-12,9505
4-2284-12,9506
97-48822-12,9507
20-10141-12,9508
73-36661-12,9509
3-1763-12,9510
114-57191-12,9511
195-97834-12,9512
135-67598-12,9513
2-1137-12,9514
196-98060-12,9515
108-54490-12,9516
184-92181-12,9517
36-18106-12,9518
209-104617-12,9519
170-85462-12,9520
51-25846-12,9521
246-123061-12,9522
85-42650-12,9523
22-11114-12,9524
196-98059-12,9525
159-79908-12,9526
251-125556-12,9527
88-44110-12,9528
30-15360-12,9529
213-106594-12,9530
151-75704-12,9531
14-7170-12,9532
11-5970-12,9533
3-1805-12,9534
222-111183-12,9535
198-99494-12,9536
148-74461-12,9537
195-97939-12,9538
9-4842-12,9539
23-11850-12,9540
109-54763-12,9541
8-4172-12,9542
251-125743-12,9543
176-88299-12,9544
164-82007-12,9545
183-91945-12,9546
112-56457-12,9547
114-57406-12,9548
4-2407-12,9549
249-124719-12,9550
32-16311-12,9551
102-51325-12,9552
222-111394-12,9553
131-65787-12,9554
20-10038-12,9555
214-107025-12,9556
222-111028-12,9557
62-31116-12,9558
229-114746-12,9559
214-107400-12,9560
100-50266-12,9561
39-19667-12,9562
236-118110-12,9563
229-114589-12,9564
162-81463-12,9565
145-72548-12,9566
29-14921-12,9567
176-88010-12,9568
71-35528-12,9569
140-70191-12,9570
203-101514-12,9571
69-34642-12,9572
101-50887-12,9573
91-45991-12,9574
93-46695-12,9575
116-58004-12,9576
21-10933-12,9577
94-47335-12,9578
179-89806-12,9579
41-20993-12,9580
243-121530-12,9581
63-31962-12,9582
244-122114-12,9583
134-67032-12,9584
185-92888-12,9585
123-61839-12,9586
190-95229-12,9587
184-92410-12,9588
158-79461-12,9589
141-70739-12,9590
221-110652-12,9591
63-31683-12,9592
140-70482-12,9593
23-11504-12,9594
72-36406-12,9595
50-25009-12,9596
188-94180-12,9597
227-113607-12,9598
116-58490-12,9599
155-77696-12,9600
175-87991-12,9601
48-24034-12,9602
143-71946-12,9603
10-5076-12,9604
43-21642-12,9605
147-73838-12,9606
235-117527-12,9607
58-29418-12,9608
86-43032-12,9609
22-11287-12,9610
161-80549-12,9611
120-60433-12,9612
62-31193-12,9613
196-98329-12,9614
27-13825-12,9615
66-33441-12,9616
246-123059-12,9617
7-3969-12,9618
114-57477-12,9619
224-112324-12,9620
223-111876-12,9621
91-45970-12,9622
64-32497-12,9623
49-24509-12,9624
149-74961-12,9625
72-36342-12,9626
96-48305-12,9627
171-85757-12,9628
248-124212-12,9629
238-119304-12,9630
242-121415-12,9631
242-121420-12,9632
104-52021-12,9633
4-2072-12,9634
42-21041-12,9635
149-74507-12,9636
125-62805-12,9637
125-62579-12,9638
51-25878-12,9639
237-118884-12,9640
174-87425-12,9641
22-11011-12,9642
92-46043-12,9643
31-15677-12,9644
96-48086-12,9645
13-6519-12,9646
232-116026-12,9647
92-46380-12,9648
62-31354-12,9649
207-103942-12,9650
235-117557-12,9651
75-37510-12,9652
25-12579-12,9653
173-86833-12,9654
252-126315-12,9655
98-49230-12,9656
163-81542-12,9657
234-117065-12,9658
180-90062-12,9659
244-122242-12,9660
188-94420-12,9661
93-46809-12,9662
131-65771-12,9663
228-114012-12,9664
239-119923-12,9665
214-107230-12,9666
161-80581-12,9667
125-62701-12,9668
3-1866-12,9669
127-63641-12,9670
240-120277-12,9671
133-66687-12,9672
52-26473-12,9673
157-78545-12,9674
210-105241-12,9675
198-99312-12,9676
125-62613-12,9677
57-28568-12,9678
133-66715-12,9679
165-82505-12,9680
172-86311-12,9681
121-60746-12,9682
238-119425-12,9683
105-52646-12,9684
145-72981-12,9685
177-88568-12,9686
221-110930-12,9687
17-8760-12,9688
74-37092-12,9689
222-111341-12,9690
214-107463-12,9691
3-1740-12,9692
21-10608-12,9693
18-9242-12,9694
86-43330-12,9695
43-21758-12,9696
31-15605-12,9697
9-4814-12,9698
1-575-12,9699
38-19012-12,9700
247-123726-12,9701
77-38993-12,9702
197-98910-12,9703
235-117643-12,9704
188-94032-12,9705
227-113942-12,9706
79-39539-12,9707
145-72735-12,9708
144-72239-12,9709
142-71303-12,9710
196-98363-12,9711
110-55269-12,9712
12-6482-12,9713
158-79256-12,9714
243-121790-12,9715
92-46414-12,9716
143-71563-12,9717
14-7111-12,9718
122-61218-12,9719
246-123277-12,9720
22-11036-12,9721
103-51926-12,9722
48-24187-12,9723
244-122390-12,9724
87-43989-12,9725
180-90105-12,9726
70-35172-12,9727
86-43304-12,9728
245-122773-12,9729
153-76717-12,9730
248-124028-12,9731
213-106660-12,9732
25-12745-12,9733
216-108291-12,9734
65-32528-12,9735
149-74978-12,9736
85-42586-12,9737
123-61858-12,9738
139-69742-12,9739
209-104830-12,9740
193-96718-12,9741
110-55333-12,9742
18-9448-12,9743
107-53867-12,9744
53-26869-12,9745
62-31150-12,9746
32-16099-12,9747
64-32410-12,9748
109-54866-12,9749
106-53093-12,9750
67-33970-12,9751
188-94450-12,9752
26-13379-12,9753
27-13798-12,9754
129-64809-12,9755
170-85054-12,9756
141-70969-12,9757
180-90025-12,9758
13-6857-12,9759
34-17049-12,9760
187-93639-12,9761
209-104600-12,9762
237-118882-12,9763
40-20243-12,9764
90-45377-12,9765
200-100288-12,9766
97-48768-12,9767
18-9133-12,9768
238-119022-12,9769
5-2884-12,9770
153-76986-12,9771
9-4997-12,9772
230-115305-12,9773
191-95954-12,9774
87-43865-12,9775
205-102767-12,9776
153-76917-12,9777
126-63350-12,9778
11-5834-12,9779
15-7926-12,9780
123-61743-12,9781
248-124276-12,9782
15-7949-12,9783
207-103859-12,9784
217-108829-12,9785
111-55800-12,9786
239-119551-12,9787
159-79709-12,9788
85-42867-12,9789
159-79510-12,9790
19-9590-12,9791
180-90454-12,9792
248-124400-12,9793
225-112749-12,9794
19-9953-12,9795
80-40230-12,9796
47-23895-12,9797
146-73022-12,9798
85-42791-12,9799
116-58081-12,9800
26-13270-12,9801
248-124306-12,9802
46-23030-12,9803
173-86882-12,9804
19-9780-12,9805
34-17152-12,9806
152-76006-12,9807
196-98286-12,9808
233-116905-12,9809
35-17852-12,9810
68-34310-12,9811
173-86992-12,9812
118-59358-12,9813
89-44888-12,9814
79-39958-12,9815
188-94342-12,9816
2-1275-12,9817
235-117668-12,9818
150-75376-12,9819
150-75085-12,9820
3-1860-12,9821
83-41597-12,9822
37-18695-12,9823
72-36006-12,9824
145-72902-12,9825
5-2716-12,9826
154-77479-12,9827
51-25750-12,9828
230-115304-12,9829
223-111730-12,9830
0-109-12,9831
55-27548-12,9832
232-116226-12,9833
3-1930-12,9834
62-31014-12,9835
226-113241-12,9836
171-85631-12,9837
199-99682-12,9838
253-126636-12,9839
206-103359-12,9840
70-35277-12,9841
241-120990-12,9842
55-27501-12,9843
67-33933-12,9844
47-23838-12,9845
68-34107-12,9846
6-3070-12,9847
164-82365-12,9848
141-70577-12,9849
134-67443-12,9850
143-71869-12,9851
136-68220-12,9852
121-60947-12,9853
196-98484-12,9854
34-17296-12,9855
88-44439-12,9856
249-124841-12,9857
157-78601-12,9858
178-89175-12,9859
16-8106-12,9860
4-2334-12,9861
108-54494-12,9862
149-74649-12,9863
55-27628-12,9864
12-6075-12,9865
248-124385-12,9866
29-14907-12,9867
165-82634-12,9868
77-38935-12,9869
164-82267-12,9870
94-47112-12,9871
20-10198-12,9872
113-56712-12,9873
246-123416-12,9874
71-35637-12,9875
186-93146-12,9876
28-14238-12,9877
163-81588-12,9878
154-77470-12,9879
204-102252-12,9880
218-109428-12,9881
92-46003-12,9882
115-57791-12,9883
118-59200-12,9884
64-32438-12,9885
95-47785-12,9886
203-101637-12,9887
32-16208-12,9888
55-27571-12,9889
64-32399-12,9890
101-50711-12,9891
84-42057-12,9892
162-81205-12,9893
171-85548-12,9894
161-80794-12,9895
91-45779-12,9896
147-73591-12,9897
212-106116-12,9898
128-64463-12,9899
