site,i
130-65448-12,4299
165-82713-12,4300
149-74669-12,4301
243-121615-12,4302
7-3854-12,4303
68-34375-12,4304
100-50206-12,4305
104-52106-12,4306
153-76585-12,4307
196-98008-12,4308
69-34867-12,4309
131-65922-12,4310
71-35967-12,4311
86-43228-12,4312
216-108105-12,4313
149-74514-12,4314
95-47641-12,4315
187-93771-12,4316
153-76773-12,4317
100-50182-12,4318
2-1039-12,4319
184-92179-12,4320
88-44152-12,4321
10-5032-12,4322
33-16662-12,4323
49-24978-12,4324
23-11799-12,4325
38-19316-12,4326
141-70833-12,4327
99-49889-12,4328
178-89233-12,4329
185-92583-12,4330
71-35520-12,4331
26-13219-12,4332
70-35258-12,4333
79-39674-12,4334
111-55641-12,4335
211-105809-12,4336
26-13062-12,4337
182-91474-12,4338
153-76845-12,4339
149-74785-12,4340
205-102710-12,4341
9-4668-12,4342
196-98173-12,4343
234-117108-12,4344
187-93939-12,4345
105-52990-12,4346
90-45470-12,4347
129-64907-12,4348
155-77731-12,4349
89-44843-12,4350
97-48902-12,4351
70-35055-12,4352
184-92135-12,4353
232-116314-12,4354
133-66686-12,4355
93-46743-12,4356
111-55769-12,4357
245-122839-12,4358
215-107563-12,4359
158-79225-12,4360
234-117021-12,4361
171-85726-12,4362
118-59418-12,4363
44-22228-12,4364
91-45550-12,4365
154-77320-12,4366
29-14552-12,4367
244-122446-12,4368
29-14601-12,4369
136-68206-12,4370
171-85802-12,4371
226-113113-12,4372
166-83106-12,4373
135-67742-12,4374
184-92399-12,4375
78-39362-12,4376
188-94089-12,4377
142-71417-12,4378
48-24444-12,4379
208-104440-12,4380
184-92018-12,4381
79-39838-12,4382
216-108373-12,4383
204-102360-12,4384
16-8307-12,4385
133-66570-12,4386
104-52063-12,4387
236-118452-12,4388
155-77811-12,4389
105-52947-12,4390
247-123757-12,4391
77-38922-12,4392
100-50489-12,4393
9-4512-12,4394
241-120612-12,4395
219-109624-12,4396
231-115887-12,4397
170-85091-12,4398
65-32713-12,4399
136-68025-12,4400
118-59190-12,4401
73-36658-12,4402
149-74575-12,4403
108-54236-12,4404
222-111455-12,4405
212-106453-12,4406
165-82977-12,4407
173-86645-12,4408
235-117959-12,4409
0-486-12,4410
211-105618-12,4411
153-76970-12,4412
95-47734-12,4413
114-57486-12,4414
137-68971-12,4415
85-42515-12,4416
81-40846-12,4417
157-78619-12,4418
147-73883-12,4419
102-51320-12,4420
35-17833-12,4421
181-90769-12,4422
49-24933-12,4423
181-90871-12,4424
216-108073-12,4425
70-35096-12,4426
112-56187-12,4427
89-44516-12,4428
94-47264-12,4429
196-98161-12,4430
47-23922-12,4431
177-88612-12,4432
5-2566-12,4433
154-77373-12,4434
136-68023-12,4435
6-3265-12,4436
234-117086-12,4437
219-109581-12,4438
40-20383-12,4439
116-58484-12,4440
151-75863-12,4441
149-74691-12,4442
85-42889-12,4443
235-117561-12,4444
245-122823-12,4445
26-13067-12,4446
84-42347-12,4447
138-69184-12,4448
140-70376-12,4449
201-100550-12,4450
169-84904-12,4451
241-120770-12,4452
243-121700-12,4453
62-31191-12,4454
23-11530-12,4455
178-89222-12,4456
57-28966-12,4457
97-48714-12,4458
140-70347-12,4459
252-126361-12,4460
167-83558-12,4461
138-69020-12,4462
130-65282-12,4463
60-30483-12,4464
48-24131-12,4465
92-46239-12,4466
98-49419-12,4467
178-89205-12,4468
210-105223-12,4469
63-31887-12,4470
247-123797-12,4471
249-124999-12,4472
162-81292-12,4473
134-67178-12,4474
142-71479-12,4475
48-24033-12,4476
242-121393-12,4477
93-46788-12,4478
170-85263-12,4479
108-54261-12,4480
215-107877-12,4481
239-119892-12,4482
19-9567-12,4483
225-112727-12,4484
30-15444-12,4485
23-11964-12,4486
156-78400-12,4487
5-2654-12,4488
133-66928-12,4489
119-59523-12,4490
129-64903-12,4491
125-62547-12,4492
161-80723-12,4493
60-30193-12,4494
55-27532-12,4495
168-84400-12,4496
54-27211-12,4497
158-79191-12,4498
191-95571-12,4499
160-80394-12,4500
106-53491-12,4501
183-91659-12,4502
212-106113-12,4503
68-34187-12,4504
13-6906-12,4505
141-70679-12,4506
195-97576-12,4507
129-64656-12,4508
62-31288-12,4509
37-18605-12,4510
57-28958-12,4511
228-114450-12,4512
62-31371-12,4513
209-104966-12,4514
12-6481-12,4515
8-4384-12,4516
57-28756-12,4517
114-57409-12,4518
86-43309-12,4519
89-44637-12,4520
182-91173-12,4521
42-21256-12,4522
237-118877-12,4523
163-81701-12,4524
27-13553-12,4525
17-8785-12,4526
37-18757-12,4527
51-25820-12,4528
10-5012-12,4529
211-105872-12,4530
152-76417-12,4531
232-116040-12,4532
50-25443-12,4533
155-77558-12,4534
67-33671-12,4535
189-94834-12,4536
124-62400-12,4537
252-126236-12,4538
150-75039-12,4539
154-77001-12,4540
108-54044-12,4541
252-126142-12,4542
183-91993-12,4543
130-65073-12,4544
15-7784-12,4545
181-90910-12,4546
93-46551-12,4547
173-86733-12,4548
46-23360-12,4549
250-125123-12,4550
158-79403-12,4551
56-28458-12,4552
195-97910-12,4553
12-6278-12,4554
128-64208-12,4555
74-37169-12,4556
138-69166-12,4557
67-33891-12,4558
6-3161-12,4559
122-61387-12,4560
142-71114-12,4561
191-95988-12,4562
230-115137-12,4563
45-22900-12,4564
204-102482-12,4565
25-12850-12,4566
233-116710-12,4567
148-74081-12,4568
112-56100-12,4569
101-50535-12,4570
51-25806-12,4571
153-76723-12,4572
49-24783-12,4573
180-90240-12,4574
203-101572-12,4575
234-117242-12,4576
106-53427-12,4577
183-91570-12,4578
151-75990-12,4579
170-85445-12,4580
53-26653-12,4581
54-27404-12,4582
252-126019-12,4583
236-118491-12,4584
217-108667-12,4585
50-25469-12,4586
187-93698-12,4587
121-60595-12,4588
42-21211-12,4589
211-105597-12,4590
40-20196-12,4591
3-1768-12,4592
169-84908-12,4593
232-116117-12,4594
11-5637-12,4595
89-44518-12,4596
27-13822-12,4597
132-66044-12,4598
237-118806-12,4599
235-117503-12,4600
94-47465-12,4601
87-43591-12,4602
33-16608-12,4603
82-41354-12,4604
91-45635-12,4605
92-46340-12,4606
3-1621-12,4607
79-39833-12,4608
85-42609-12,4609
129-64714-12,4610
224-112018-12,4611
6-3469-12,4612
4-2367-12,4613
188-94306-12,4614
58-29434-12,4615
213-106899-12,4616
189-94575-12,4617
243-121528-12,4618
245-122691-12,4619
108-54368-12,4620
85-42643-12,4621
66-33245-12,4622
191-95975-12,4623
120-60033-12,4624
119-59776-12,4625
125-62598-12,4626
62-31099-12,4627
129-64717-12,4628
104-52049-12,4629
75-37912-12,4630
220-110408-12,4631
127-63672-12,4632
26-13455-12,4633
174-87272-12,4634
200-100200-12,4635
118-59401-12,4636
36-18470-12,4637
15-7610-12,4638
104-52144-12,4639
30-15095-12,4640
220-110124-12,4641
144-72193-12,4642
111-55969-12,4643
212-106279-12,4644
21-10860-12,4645
66-33310-12,4646
239-119921-12,4647
172-86196-12,4648
117-58824-12,4649
233-116660-12,4650
199-99679-12,4651
196-98258-12,4652
6-3224-12,4653
154-77318-12,4654
11-5596-12,4655
182-91054-12,4656
157-78687-12,4657
187-93744-12,4658
229-114568-12,4659
119-59928-12,4660
44-22059-12,4661
221-110919-12,4662
55-27738-12,4663
14-7161-12,4664
103-51551-12,4665
7-3598-12,4666
197-98982-12,4667
236-118144-12,4668
246-123003-12,4669
10-5362-12,4670
40-20434-12,4671
247-123975-12,4672
222-111021-12,4673
19-9943-12,4674
176-88017-12,4675
196-98121-12,4676
64-32276-12,4677
72-36447-12,4678
16-8082-12,4679
82-41026-12,4680
95-47597-12,4681
130-65035-12,4682
237-118982-12,4683
182-91400-12,4684
245-122927-12,4685
32-16067-12,4686
147-73897-12,4687
69-34673-12,4688
141-70759-12,4689
195-97874-12,4690
244-122364-12,4691
135-67980-12,4692
193-96890-12,4693
81-40947-12,4694
31-15948-12,4695
28-14203-12,4696
45-22799-12,4697
96-48150-12,4698
231-115866-12,4699
1-871-12,4700
227-113842-12,4701
122-61312-12,4702
239-119678-12,4703
65-32850-12,4704
227-113665-12,4705
50-25057-12,4706
119-59948-12,4707
26-13084-12,4708
225-112952-12,4709
174-87350-12,4710
80-40210-12,4711
13-6977-12,4712
186-93302-12,4713
181-90864-12,4714
168-84339-12,4715
159-79531-12,4716
89-44982-12,4717
136-68000-12,4718
8-4352-12,4719
237-118796-12,4720
231-115531-12,4721
102-51291-12,4722
178-89267-12,4723
187-93810-12,4724
245-122745-12,4725
147-73854-12,4726
203-101830-12,4727
195-97849-12,4728
202-101036-12,4729
150-75458-12,4730
35-17816-12,4731
228-114312-12,4732
126-63273-12,4733
171-85718-12,4734
65-32544-12,4735
86-43238-12,4736
43-21737-12,4737
115-57843-12,4738
213-106751-12,4739
111-55618-12,4740
91-45556-12,4741
145-72863-12,4742
83-41512-12,4743
251-125647-12,4744
141-70943-12,4745
230-115408-12,4746
167-83944-12,4747
233-116535-12,4748
101-50509-12,4749
164-82480-12,4750
21-10534-12,4751
223-111554-12,4752
156-78061-12,4753
10-5088-12,4754
126-63324-12,4755
249-124522-12,4756
209-104687-12,4757
78-39057-12,4758
21-10562-12,4759
187-93873-12,4760
210-105281-12,4761
140-70087-12,4762
227-113599-12,4763
54-27320-12,4764
75-37784-12,4765
146-73043-12,4766
23-11889-12,4767
100-50422-12,4768
128-64119-12,4769
15-7979-12,4770
117-58853-12,4771
22-11025-12,4772
195-97609-12,4773
88-44430-12,4774
244-122299-12,4775
9-4890-12,4776
85-42615-12,4777
43-21899-12,4778
155-77524-12,4779
194-97198-12,4780
136-68106-12,4781
222-111179-12,4782
168-84097-12,4783
140-70160-12,4784
88-44445-12,4785
213-106536-12,4786
45-22658-12,4787
204-102015-12,4788
105-52750-12,4789
204-102442-12,4790
251-125696-12,4791
162-81248-12,4792
14-7155-12,4793
18-9034-12,4794
89-44622-12,4795
176-88022-12,4796
76-38458-12,4797
176-88149-12,4798
115-57812-12,4799
98-49409-12,4800
127-63804-12,4801
184-92413-12,4802
246-123169-12,4803
23-11805-12,4804
158-79478-12,4805
17-8728-12,4806
252-126416-12,4807
54-27439-12,4808
124-62106-12,4809
141-70864-12,4810
177-88757-12,4811
118-59463-12,4812
250-125038-12,4813
20-10291-12,4814
62-31066-12,4815
14-7352-12,4816
237-118933-12,4817
0-339-12,4818
244-122186-12,4819
132-66217-12,4820
183-91883-12,4821
4-2184-12,4822
210-105264-12,4823
62-31370-12,4824
60-30088-12,4825
74-37121-12,4826
48-24274-12,4827
71-35562-12,4828
63-31885-12,4829
213-106802-12,4830
125-62587-12,4831
55-27983-12,4832
215-107552-12,4833
179-89652-12,4834
45-22994-12,4835
195-97693-12,4836
130-65316-12,4837
164-82255-12,4838
15-7679-12,4839
130-65040-12,4840
28-14206-12,4841
206-103056-12,4842
154-77205-12,4843
65-32683-12,4844
69-34985-12,4845
75-37670-12,4846
96-48425-12,4847
247-123784-12,4848
109-54832-12,4849
213-106768-12,4850
233-116676-12,4851
50-25111-12,4852
81-40851-12,4853
211-105835-12,4854
79-39915-12,4855
58-29392-12,4856
28-14469-12,4857
95-47743-12,4858
147-73651-12,4859
92-46428-12,4860
73-36803-12,4861
118-59059-12,4862
110-55142-12,4863
140-70187-12,4864
146-73234-12,4865
70-35115-12,4866
138-69402-12,4867
134-67010-12,4868
85-42777-12,4869
53-26924-12,4870
146-73159-12,4871
68-34466-12,4872
206-103070-12,4873
42-21232-12,4874
55-27850-12,4875
113-56877-12,4876
36-18034-12,4877
47-23705-12,4878
16-8259-12,4879
49-24878-12,4880
217-108721-12,4881
129-64724-12,4882
8-4085-12,4883
192-96370-12,4884
35-17554-12,4885
95-47547-12,4886
178-89185-12,4887
209-104980-12,4888
86-43449-12,4889
166-83135-12,4890
82-41328-12,4891
210-105340-12,4892
150-75424-12,4893
196-98266-12,4894
27-13729-12,4895
132-66471-12,4896
188-94373-12,4897
174-87175-12,4898
101-50643-12,4899
250-125088-12,4900
121-60639-12,4901
39-19747-12,4902
13-6935-12,4903
160-80175-12,4904
238-119050-12,4905
173-86602-12,4906
204-102347-12,4907
218-109246-12,4908
40-20494-12,4909
244-122127-12,4910
198-99465-12,4911
237-118663-12,4912
163-81579-12,4913
170-85162-12,4914
159-79537-12,4915
81-40797-12,4916
29-14559-12,4917
207-103724-12,4918
50-25114-12,4919
241-120639-12,4920
87-43848-12,4921
91-45784-12,4922
142-71297-12,4923
126-63276-12,4924
221-110889-12,4925
253-126602-12,4926
35-17952-12,4927
73-36746-12,4928
148-74208-12,4929
19-9659-12,4930
163-81739-12,4931
203-101504-12,4932
147-73563-12,4933
22-11219-12,4934
170-85282-12,4935
53-26830-12,4936
45-22745-12,4937
245-122536-12,4938
27-13608-12,4939
51-25926-12,4940
152-76313-12,4941
49-24527-12,4942
109-54786-12,4943
247-123811-12,4944
251-125895-12,4945
16-8328-12,4946
250-125179-12,4947
73-36553-12,4948
202-101403-12,4949
86-43079-12,4950
28-14100-12,4951
181-90838-12,4952
120-60328-12,4953
60-30411-12,4954
107-53712-12,4955
230-115348-12,4956
114-57151-12,4957
169-84579-12,4958
30-15232-12,4959
77-38502-12,4960
41-20852-12,4961
153-76918-12,4962
171-85611-12,4963
167-83873-12,4964
189-94663-12,4965
196-98423-12,4966
27-13562-12,4967
123-61502-12,4968
81-40621-12,4969
152-76416-12,4970
158-79116-12,4971
74-37130-12,4972
64-32120-12,4973
178-89333-12,4974
172-86025-12,4975
139-69930-12,4976
125-62669-12,4977
236-118353-12,4978
147-73936-12,4979
76-38276-12,4980
201-100858-12,4981
197-98700-12,4982
170-85188-12,4983
155-77882-12,4984
2-1429-12,4985
78-39217-12,4986
104-52092-12,4987
96-48406-12,4988
145-72881-12,4989
106-53048-12,4990
147-73724-12,4991
147-73958-12,4992
154-77201-12,4993
52-26284-12,4994
93-46912-12,4995
2-1208-12,4996
4-2330-12,4997
124-62084-12,4998
17-8561-12,4999
133-66505-12,5000
250-125436-12,5001
28-14185-12,5002
52-26074-12,5003
15-7591-12,5004
54-27111-12,5005
4-2125-12,5006
1-746-12,5007
22-11407-12,5008
134-67251-12,5009
4-2213-12,5010
183-91595-12,5011
213-106881-12,5012
49-24972-12,5013
150-75137-12,5014
188-94126-12,5015
224-112148-12,5016
145-72566-12,5017
45-22867-12,5018
221-110972-12,5019
43-21608-12,5020
164-82236-12,5021
34-17105-12,5022
118-59051-12,5023
115-57538-12,5024
94-47154-12,5025
185-92865-12,5026
173-86902-12,5027
154-77189-12,5028
132-66293-12,5029
121-60575-12,5030
22-11279-12,5031
215-107969-12,5032
145-72648-12,5033
199-99576-12,5034
59-29909-12,5035
74-37019-12,5036
107-53708-12,5037
115-57718-12,5038
75-37792-12,5039
232-116150-12,5040
152-76299-12,5041
219-109640-12,5042
219-109560-12,5043
59-29664-12,5044
156-78337-12,5045
167-83523-12,5046
66-33379-12,5047
0-52-12,5048
155-77532-12,5049
197-98749-12,5050
139-69945-12,5051
57-28775-12,5052
114-57425-12,5053
94-47352-12,5054
80-40042-12,5055
59-29924-12,5056
147-73509-12,5057
157-78850-12,5058
60-30110-12,5059
144-72367-12,5060
113-56665-12,5061
1-761-12,5062
1-606-12,5063
198-99350-12,5064
133-66964-12,5065
101-50627-12,5066
31-15599-12,5067
9-4607-12,5068
166-83002-12,5069
64-32177-12,5070
91-45827-12,5071
225-112910-12,5072
246-123293-12,5073
125-62625-12,5074
169-84776-12,5075
181-90563-12,5076
24-12098-12,5077
171-85938-12,5078
179-89523-12,5079
133-66833-12,5080
196-98085-12,5081
111-55768-12,5082
118-59163-12,5083
40-20008-12,5084
72-36088-12,5085
11-5539-12,5086
174-87002-12,5087
224-112140-12,5088
212-106076-12,5089
101-50547-12,5090
251-125799-12,5091
218-109183-12,5092
48-24223-12,5093
77-38765-12,5094
107-53611-12,5095
72-36333-12,5096
158-79428-12,5097
10-5441-12,5098
108-54459-12,5099
186-93439-12,5100
76-38009-12,5101
140-70284-12,5102
77-38770-12,5103
249-124517-12,5104
14-7019-12,5105
11-5805-12,5106
181-90695-12,5107
164-82329-12,5108
219-109748-12,5109
136-68416-12,5110
15-7582-12,5111
126-63162-12,5112
235-117751-12,5113
188-94484-12,5114
227-113697-12,5115
220-110374-12,5116
229-114550-12,5117
247-123567-12,5118
164-82169-12,5119
165-82590-12,5120
101-50616-12,5121
143-71694-12,5122
179-89912-12,5123
236-118095-12,5124
137-68529-12,5125
193-96960-12,5126
46-23115-12,5127
50-25169-12,5128
149-74520-12,5129
187-93917-12,5130
68-34167-12,5131
177-88915-12,5132
236-118411-12,5133
199-99824-12,5134
219-109577-12,5135
168-84417-12,5136
201-100923-12,5137
43-21525-12,5138
103-51530-12,5139
180-90370-12,5140
204-102017-12,5141
167-83814-12,5142
163-81548-12,5143
199-99986-12,5144
152-76084-12,5145
175-87862-12,5146
248-124136-12,5147
237-118786-12,5148
94-47232-12,5149
104-52332-12,5150
136-68317-12,5151
196-98460-12,5152
115-57987-12,5153
247-123892-12,5154
112-56070-12,5155
58-29498-12,5156
12-6218-12,5157
185-92611-12,5158
98-49479-12,5159
168-84268-12,5160
182-91430-12,5161
22-11111-12,5162
62-31161-12,5163
247-123686-12,5164
106-53141-12,5165
223-111723-12,5166
119-59893-12,5167
76-38399-12,5168
238-119392-12,5169
46-23209-12,5170
125-62516-12,5171
66-33170-12,5172
160-80385-12,5173
83-41800-12,5174
67-33600-12,5175
179-89533-12,5176
6-3297-12,5177
37-18584-12,5178
164-82473-12,5179
161-80728-12,5180
244-122139-12,5181
180-90055-12,5182
13-6740-12,5183
137-68794-12,5184
109-54518-12,5185
238-119142-12,5186
38-19205-12,5187
109-54716-12,5188
104-52177-12,5189
137-68605-12,5190
160-80232-12,5191
225-112560-12,5192
82-41045-12,5193
142-71115-12,5194
89-44914-12,5195
59-29535-12,5196
199-99595-12,5197
2-1479-12,5198
131-65659-12,5199
221-110995-12,5200
47-23559-12,5201
200-100483-12,5202
176-88080-12,5203
173-86899-12,5204
227-113726-12,5205
217-108648-12,5206
12-6232-12,5207
72-36004-12,5208
245-122682-12,5209
44-22457-12,5210
193-96532-12,5211
211-105659-12,5212
67-33812-12,5213
124-62337-12,5214
75-37838-12,5215
85-42558-12,5216
187-93838-12,5217
137-68912-12,5218
30-15084-12,5219
161-80613-12,5220
232-116382-12,5221
60-30491-12,5222
156-78028-12,5223
124-62044-12,5224
119-59880-12,5225
157-78929-12,5226
187-93860-12,5227
191-95507-12,5228
36-18016-12,5229
70-35181-12,5230
203-101779-12,5231
136-68057-12,5232
142-71369-12,5233
171-85921-12,5234
102-51303-12,5235
220-110280-12,5236
185-92500-12,5237
58-29065-12,5238
102-51382-12,5239
56-28111-12,5240
55-27957-12,5241
4-2126-12,5242
250-125347-12,5243
179-89505-12,5244
121-60556-12,5245
108-54316-12,5246
107-53637-12,5247
18-9163-12,5248
18-9247-12,5249
238-119125-12,5250
157-78774-12,5251
114-57263-12,5252
172-86172-12,5253
174-87428-12,5254
14-7150-12,5255
166-83163-12,5256
215-107899-12,5257
253-126589-12,5258
79-39825-12,5259
232-116143-12,5260
102-51220-12,5261
115-57592-12,5262
243-121965-12,5263
86-43012-12,5264
137-68934-12,5265
31-15819-12,5266
169-84992-12,5267
198-99185-12,5268
222-111150-12,5269
231-115953-12,5270
175-87598-12,5271
116-58005-12,5272
191-95554-12,5273
95-47830-12,5274
131-65501-12,5275
118-59285-12,5276
11-5911-12,5277
251-125593-12,5278
38-19137-12,5279
8-4182-12,5280
196-98496-12,5281
193-96540-12,5282
45-22830-12,5283
61-30829-12,5284
188-94120-12,5285
209-104570-12,5286
151-75624-12,5287
194-97343-12,5288
104-52244-12,5289
200-100205-12,5290
161-80904-12,5291
109-54821-12,5292
159-79636-12,5293
248-124363-12,5294
44-22353-12,5295
192-96331-12,5296
28-14492-12,5297
101-50533-12,5298
236-118030-12,5299
191-95698-12,5300
19-9990-12,5301
163-81710-12,5302
105-52698-12,5303
95-47525-12,5304
247-123823-12,5305
102-51173-12,5306
138-69116-12,5307
127-63554-12,5308
190-95336-12,5309
196-98088-12,5310
108-54252-12,5311
54-27094-12,5312
57-28800-12,5313
180-90379-12,5314
83-41612-12,5315
91-45990-12,5316
42-21046-12,5317
119-59770-12,5318
15-7944-12,5319
172-86383-12,5320
194-97185-12,5321
44-22216-12,5322
234-117358-12,5323
10-5381-12,5324
174-87258-12,5325
117-58600-12,5326
60-30372-12,5327
162-81201-12,5328
10-5374-12,5329
57-28814-12,5330
141-70874-12,5331
86-43352-12,5332
158-79074-12,5333
104-52241-12,5334
128-64328-12,5335
106-53236-12,5336
62-31327-12,5337
187-93753-12,5338
149-74803-12,5339
117-58701-12,5340
5-2751-12,5341
65-32586-12,5342
20-10281-12,5343
108-54014-12,5344
215-107751-12,5345
247-123886-12,5346
23-11896-12,5347
28-14235-12,5348
80-40440-12,5349
250-125000-12,5350
9-4662-12,5351
230-115278-12,5352
44-22173-12,5353
146-73108-12,5354
210-105431-12,5355
205-102544-12,5356
223-111763-12,5357
27-13635-12,5358
0-26-12,5359
38-19072-12,5360
8-4485-12,5361
139-69836-12,5362
171-85776-12,5363
45-22542-12,5364
215-107861-12,5365
165-82721-12,5366
206-103124-12,5367
26-13457-12,5368
100-50341-12,5369
12-6267-12,5370
27-13976-12,5371
99-49601-12,5372
136-68324-12,5373
175-87944-12,5374
227-113745-12,5375
158-79044-12,5376
93-46954-12,5377
15-7565-12,5378
126-63144-12,5379
162-81272-12,5380
118-59017-12,5381
97-48903-12,5382
89-44710-12,5383
188-94407-12,5384
69-34996-12,5385
215-107740-12,5386
233-116549-12,5387
197-98829-12,5388
125-62807-12,5389
87-43938-12,5390
231-115642-12,5391
225-112936-12,5392
101-50553-12,5393
197-98909-12,5394
185-92616-12,5395
47-23840-12,5396
108-54152-12,5397
32-16388-12,5398
191-95589-12,5399
66-33313-12,5400
24-12292-12,5401
157-78988-12,5402
13-6818-12,5403
107-53794-12,5404
87-43557-12,5405
161-80585-12,5406
98-49178-12,5407
68-34401-12,5408
62-31292-12,5409
221-110598-12,5410
38-19260-12,5411
50-25367-12,5412
130-65131-12,5413
30-15190-12,5414
101-50750-12,5415
144-72376-12,5416
126-63007-12,5417
144-72133-12,5418
235-117699-12,5419
237-118963-12,5420
240-120391-12,5421
118-59244-12,5422
181-90912-12,5423
29-14809-12,5424
88-44254-12,5425
126-63027-12,5426
65-32829-12,5427
223-111826-12,5428
44-22045-12,5429
82-41255-12,5430
47-23971-12,5431
147-73934-12,5432
8-4287-12,5433
24-12294-12,5434
223-111807-12,5435
249-124518-12,5436
164-82204-12,5437
106-53251-12,5438
220-110237-12,5439
47-23939-12,5440
59-29610-12,5441
242-121272-12,5442
2-1456-12,5443
92-46470-12,5444
224-112330-12,5445
80-40110-12,5446
203-101873-12,5447
15-7503-12,5448
228-114339-12,5449
228-114084-12,5450
0-379-12,5451
209-104565-12,5452
186-93207-12,5453
27-13680-12,5454
188-94349-12,5455
124-62458-12,5456
249-124606-12,5457
220-110040-12,5458
84-42117-12,5459
155-77956-12,5460
140-70302-12,5461
105-52715-12,5462
156-78100-12,5463
80-40425-12,5464
221-110875-12,5465
158-79078-12,5466
103-51766-12,5467
78-39403-12,5468
23-11607-12,5469
157-78764-12,5470
102-51472-12,5471
209-104646-12,5472
180-90342-12,5473
98-49420-12,5474
58-29182-12,5475
16-8392-12,5476
92-46133-12,5477
231-115963-12,5478
216-108237-12,5479
44-22437-12,5480
46-23303-12,5481
104-52099-12,5482
59-29988-12,5483
26-13192-12,5484
110-55005-12,5485
153-76527-12,5486
7-3690-12,5487
102-51383-12,5488
23-11678-12,5489
81-40924-12,5490
3-1512-12,5491
80-40002-12,5492
60-30150-12,5493
174-87241-12,5494
75-37764-12,5495
200-100280-12,5496
236-118442-12,5497
134-67385-12,5498
164-82025-12,5499
135-67687-12,5500
251-125864-12,5501
85-42850-12,5502
148-74249-12,5503
8-4026-12,5504
112-56498-12,5505
77-38520-12,5506
71-35811-12,5507
10-5194-12,5508
96-48262-12,5509
39-19749-12,5510
25-12974-12,5511
13-6938-12,5512
251-125828-12,5513
216-108278-12,5514
230-115018-12,5515
114-57238-12,5516
210-105260-12,5517
89-44727-12,5518
49-24535-12,5519
130-65139-12,5520
149-74906-12,5521
111-55578-12,5522
37-18680-12,5523
157-78814-12,5524
162-81023-12,5525
124-62076-12,5526
225-112963-12,5527
218-109446-12,5528
88-44040-12,5529
176-88238-12,5530
173-86898-12,5531
59-29871-12,5532
172-86459-12,5533
170-85022-12,5534
224-112089-12,5535
63-31570-12,5536
192-96003-12,5537
22-11215-12,5538
167-83996-12,5539
205-102825-12,5540
228-114369-12,5541
78-39273-12,5542
203-101735-12,5543
57-28599-12,5544
3-1793-12,5545
39-19517-12,5546
196-98393-12,5547
232-116210-12,5548
73-36687-12,5549
185-92635-12,5550
247-123961-12,5551
215-107548-12,5552
181-90917-12,5553
237-118710-12,5554
102-51184-12,5555
114-57060-12,5556
194-97004-12,5557
131-65795-12,5558
24-12338-12,5559
162-81036-12,5560
114-57468-12,5561
252-126335-12,5562
188-94436-12,5563
7-3505-12,5564
245-122877-12,5565
115-57672-12,5566
31-15689-12,5567
125-62865-12,5568
131-65525-12,5569
115-57907-12,5570
129-64500-12,5571
61-30664-12,5572
46-23017-12,5573
115-57607-12,5574
33-16943-12,5575
244-122456-12,5576
65-32878-12,5577
202-101249-12,5578
92-46017-12,5579
250-125117-12,5580
72-36054-12,5581
232-116068-12,5582
196-98210-12,5583
1-717-12,5584
166-83436-12,5585
25-12824-12,5586
235-117905-12,5587
197-98755-12,5588
44-22005-12,5589
148-74301-12,5590
163-81814-12,5591
248-124115-12,5592
23-11598-12,5593
73-36723-12,5594
221-110658-12,5595
149-74793-12,5596
84-42054-12,5597
231-115608-12,5598
49-24819-12,5599
204-102218-12,5600
199-99759-12,5601
186-93130-12,5602
115-57940-12,5603
195-97738-12,5604
88-44023-12,5605
24-12014-12,5606
247-123830-12,5607
170-85062-12,5608
73-36953-12,5609
9-4976-12,5610
13-6912-12,5611
185-92976-12,5612
77-38795-12,5613
210-105496-12,5614
191-95732-12,5615
6-3104-12,5616
146-73460-12,5617
1-540-12,5618
89-44594-12,5619
23-11984-12,5620
109-54599-12,5621
244-122433-12,5622
225-112548-12,5623
86-43495-12,5624
71-35927-12,5625
120-60294-12,5626
249-124952-12,5627
247-123969-12,5628
239-119905-12,5629
118-59301-12,5630
156-78157-12,5631
115-57712-12,5632
22-11081-12,5633
139-69652-12,5634
161-80695-12,5635
110-55023-12,5636
69-34641-12,5637
131-65517-12,5638
157-78555-12,5639
163-81788-12,5640
168-84384-12,5641
177-88928-12,5642
40-20048-12,5643
199-99909-12,5644
110-55426-12,5645
17-8504-12,5646
247-123845-12,5647
135-67585-12,5648
81-40812-12,5649
14-7300-12,5650
239-119649-12,5651
4-2054-12,5652
24-12453-12,5653
48-24367-12,5654
22-11015-12,5655
225-112583-12,5656
39-19608-12,5657
36-18419-12,5658
147-73586-12,5659
171-85941-12,5660
50-25012-12,5661
209-104580-12,5662
49-24990-12,5663
91-45506-12,5664
247-123813-12,5665
63-31761-12,5666
103-51622-12,5667
89-44804-12,5668
94-47130-12,5669
175-87990-12,5670
16-8359-12,5671
49-24792-12,5672
21-10791-12,5673
129-64668-12,5674
137-68811-12,5675
72-36286-12,5676
241-120864-12,5677
112-56318-12,5678
174-87044-12,5679
75-37791-12,5680
90-45045-12,5681
245-122524-12,5682
1-980-12,5683
6-3107-12,5684
101-50920-12,5685
165-82879-12,5686
116-58161-12,5687
215-107543-12,5688
163-81933-12,5689
6-3403-12,5690
3-1629-12,5691
200-100089-12,5692
161-80684-12,5693
116-58203-12,5694
117-58858-12,5695
136-68102-12,5696
173-86617-12,5697
10-5413-12,5698
